"	"
"!"	" ! "
"-"	" - "
";"	" ; "
("......")	( "......" )
(.)	( . )
(.......)	(.......)
(...........)	(...........)
(?) Confidence	(?) ವಿಶ್ವಾಸ
(Plant of medicine)	(ಔಷದಿಯ ಸಸ್ಯ)
(Saffron.)	(ಕೇಸರಿ
)	)
000	000
00000	00000
0000000	0000000
00000000000	00000000000
1	1
1 swear	1 ಆಣೆ
1/16 Rs	1/16 ರೂಪಾಯಿ
10	10
100	100
100 years	100 ವರ್ಷ
100-year	100-ವರ್ಷ
1000	1000
10000	10000
100000	100000
1000000	1000000
10000000	10000000
100000000	100000000
1000000000	1000000000
1000000000000	1000000000000
100000000000000000	100000000000000000
10th class	10ನೇ ತರಗತಿ
10th class	10ನೇ ವರ್ಗ
10th Division	10ನೇ ವಿಭಾಗ
10th-Class	10ನೇ-ತರಗತಿ
10th-class	10ನೇ-ವರ್ಗ
10th-Division	10ನೇ-ವಿಭಾಗ
11	11
12	12
13	13
14	14
15	15
16	16
The verse of four stanzas of 16 tablets	16 ಮಾತ್ರೆಗಳ ನಾಲ್ಕು ಚರಣಗಳ ಪದ್ಯ
17	17
18	18
19	19
1st Class	1ನೇ ತರಗತಿ
1st class	1ನೇ ವರ್ಗ
1st Division	1ನೇ ವಿಭಾಗ
1st-Class	1ನೇ-ತರಗತಿ
1st-Division	1ನೇ-ವಿಭಾಗ
2	2
20	20
20 years	20 ವರ್ಷ
20 years	20-ವರ್ಷ
21	21
22	22
22 years old	22  ವರ್ಷ
22 - year	22 - ವರ್ಷ
23	23
24	24
25	25
26	26
27	27
28	28
29	29
2nd class	2ನೇ ತರಗತಿ
2nd class	2ನೇ ವರ್ಗ
2nd Division	2ನೇ ವಿಭಾಗ
2nd-class	2ನೇ-ತರಗತಿ
2nd-Division	2ನೇ-ವಿಭಾಗ
3	3
30	30
30 years	30 ವರ್ಷ
30 years	30-ವರ್ಷ
30 years	30ವರ್ಷ
31	31
32	32
32 tooth	32 ಹಲ್ಲು
33	33
34	34
35	35
36	36
37	37
38	38
39	39
3rd class	3ನೇ ತರಗತಿ
3rd class	3ನೇ ವರ್ಗ
3rd Division	3ನೇ ವಿಭಾಗ
3rd-class	3ನೇ-ತರಗತಿ
3rd-Division	3ನೇ-ವಿಭಾಗ
4	4
40	40
40 Gauntlet	40 ಗುಂಠೆ
41	41
42	42
43	43
44	44
45	45
46	46
47	47
48	48
49	49
4th class	4ನೇ ತರಗತಿ
4th class	4ನೇ ವರ್ಗ
4th Division	4ನೇ ವಿಭಾಗ
4th-Class	4ನೇ-ತರಗತಿ
4th-class	4ನೇ-ವರ್ಗ
4th-Division	4ನೇ-ವಿಭಾಗ
5	5
50	50
50 years	50   ವರ್ಷ
50 - years	50 - ವರ್ಷ
5000000	5000000
50 years	50ವರ್ಷ
5th Class	5ನೇ ತರಗತಿ
5th Class	5ನೇ ವರ್ಗ
5th Division	5ನೇ ವಿಭಾಗ
5th-Class	5ನೇ-ತರಗತಿ
5th-Division	5ನೇ-ವಿಭಾಗ
6	6
60	60
60 years	60 - ವರ್ಷ
60 years	60ವರ್ಷ
6th Class	6ನೇ ತರಗತಿ
6th Class	6ನೇ ವರ್ಗ
